,text,start,duration
499,"Shake, Spot.",1451.19,1.53
500,"So he could do that and any number
of other movements, as well.",1452.72,3.61
501,"And maybe, especially with sensors here
and also a little human help over here,",1456.33,3.35
502,"for today, what if we went
ahead and did something-- maybe",1459.68,2.86
503,ask Spot some questions?,1462.54,1.33
504,"So let's go ahead, and
we'll start simple.",1463.87,1.79
505,"Spot, here we have some
bits, ""off, off, on.""",1465.66,5.49
506,"Spot, what [LAUGHS]-- OK.",1471.15,2.88
507,"Spot, what is this
representing, ""off, off, on""?",1474.03,7.23
508,[SPOT TAPS STAGE],1481.26,2.45
509,Correct?,1483.71,1.26
510,I think so.,1484.97,0.93
511,"Very horse-like, OK.",1485.9,1.0
512,Thank you.,1486.9,0.5
513,"All right, so a round of
applause for Spot here.",1487.4,2.0
514,[APPLAUSE],1489.4,0.91
515,All right.,1490.31,1.14
516,"So, Spot, what if we [LAUGHS] turn--",1491.45,2.95
517,OK.,1494.4,0.5
518,We'll turn that one off here.,1494.9,1.26
519,How about if we turn this one on?,1496.16,1.375
520,"So it's ""off, on, off.""",1497.535,1.745
521,"Spot, what's this number?",1499.28,3.19
522,[SPOT TAPPING STAGE],1502.47,1.84
523,Is that correct?,1504.31,1.26
524,Nice.,1505.57,0.58
525,OK.,1506.15,0.5
526,[APPLAUSE],1506.65,1.005
527,[LAUGHS] How about one final flourish?,1507.655,1.965
528,"How about, Spot, instead
of ""off, on, off,""",1509.62,2.82
529,"let's go ahead and do ""off, on, on""?",1512.44,3.84
530,"So think, in your mind's eye,
what the answer should be.",1516.28,4.53
531,"All right, Spot, ""off, on, on.""",1520.81,3.294
532,[SPOT LANDING ON THE STAGE],1524.104,3.316
533,OK.,1527.92,0.54
534,"And a round of applause
for, Spot, as well.",1528.46,2.37
535,[LAUGHS],1530.83,0.986
536,[APPLAUSE],1531.816,1.974
537,"So this is to say, no matter how--",1533.79,2.66
538,"thank you, Spot.",1536.45,0.69
539,"No matter how fancy today's
hardware or software is,",1537.14,3.48
540,"it really just boils
down to representing",1540.62,2.1
541,information and instructions.,1542.72,2.118
542,"And computers, and phones,
and the like really are just",1544.838,2.292
543,"operating on those same
pieces of information,",1547.13,4.33
544,"whether implemented in 0's and 1's
or with, really, anything else.",1551.46,3.78
545,All right.,1555.24,0.5
546,"So, where can we take this, once
we have this agreed-upon system",1555.74,4.14
547,for representing [LAUGHS] information?,1559.88,3.15
548,"Well, it turns out that using three
bits, three 0's and 1's, at a time,",1563.03,3.93
549,isn't actually all that useful.,1566.96,1.74
550,"And you and I, even in conversation,
don't often say the word ""bit.""",1568.7,3.54
551,"We say the word ""byte.""",1572.24,1.26
552,"And what is a byte, if familiar?",1573.5,1.78
553,Yeah?,1575.28,0.5
554,AUDIENCE: It's eight bits.,1575.78,0.97
555,DAVID J. MALAN: So it's just eight bits.,1576.75,1.667
556,It's just a more useful unit of measure.,1578.417,1.783
557,"And it happens to be a
power of 2, 2 to the third,",1580.2,2.515
558,which just makes math work out cleanly.,1582.715,1.625
559,"But it's just a convention, to have
more interesting units of measure",1584.34,3.27
560,than individual bits.,1587.61,0.93
561,So a byte is eight bits.,1588.54,1.81
562,"So, for instance, this represents,
using eight bits, eight light bulbs,",1590.35,4.34
563,the number you and I know is 0.,1594.69,1.77
564,And this byte of all 1 bits--,1596.46,4.5
565,"now you've got to do some quick math--
represents what number, instead?",1600.96,5.08
566,"So it's all 1's; eight of them, total.",1606.04,2.617
567,"How about over here, on the end?",1608.657,1.333
568,AUDIENCE: 255.,1609.99,1.06
569,"DAVID J. MALAN: So it's, indeed, 255.",1611.05,1.942
570,"Now, that's not the
kind of math that you",1612.992,1.708
571,"need to do in your head for a
class like this, but you could.",1614.7,2.61
572,"This is the ones place, twos,
fours, eight, 16, 32, 64, 128.",1617.31,7.38
573,"And because they're all 1, you just have
to add up all of those columns' values.",1624.69,4.11
574,And you get 255.,1628.8,1.77
575,"But a little mental trick, too,
is that, if you've got eight bits",1630.57,3.12
576,"and each of them can be two
possible values, 0 or 1,",1633.69,3.58
577,"that's like 2 possibilities here times
2 times 2 times 2 times 2, eight times.",1637.27,4.47
578,"So that's 2 to the eighth, so that
is maybe a little easier to do.",1641.74,3.57
579,That's 256.,1645.31,1.41
580,"Or easier, in the sense that you get
used to seeing these numbers in CS.",1646.72,3.06
581,That's 256.,1649.78,1.44
582,But wait a minute.,1651.22,0.81
583,How do I reconcile this with your 255?,1652.03,3.27
584,Because you start at 0.,1655.3,1.35
585,"So you lose one on the high end because
we started counting and representing",1656.65,4.47
586,"the number, like 0.",1661.12,1.71
587,All right.,1662.83,0.93
588,"Questions on how we've represented
just numbers or, for instance,",1663.76,3.81
589,"instructions to Spot, thus far?",1667.57,4.03
590,"Any questions on binary,
unary, or the like?",1671.6,5.81
591,No?,1677.41,0.6
592,"All right, so seeing none,
let's let things escalate a bit.",1678.01,3.127
593,"So how do you represent letters
because, obviously, this",1681.137,2.333
594,"makes our devices more
useful, whether it's",1683.47,1.792
595,in English or any other human language.,1685.262,1.758
596,"How could we go about representing
the letter A, for instance?",1687.02,3.72
597,"If, at the end of the
day, all our computers,",1690.74,2.63
598,"all our phones have access to is
electricity; or, equivalently,",1693.37,4.02
599,"switches; or, metaphorically,
tiny little light bulbs",1697.39,3.18
600,"inside of them that can
be on and off-- that's it.",1700.57,3.18
601,"There's no more building
blocks to give you.",1703.75,3.24
602,"How could we represent
something like the letter A?",1706.99,3.54
603,"Yeah, how about here?",1710.53,1.47
604,Yeah?,1712.0,0.812
605,AUDIENCE: You could assign a number.,1712.812,1.5
606,DAVID J. MALAN: Perfect.,1714.312,1.031
607,"So we could just assign
every letter a number.",1715.343,1.917
608,And we could do this super simply.,1717.26,1.417
609,"Maybe 0 is A, and 1
is B. Or maybe 1 is A,",1718.677,3.983
610,"and 2 is B. It doesn't really matter,
so long as we all agree and we all",1722.66,3.45
611,"use the same types of computers,
in some sense, ultimately.",1726.11,2.55
612,"Well, for various reasons, the
humans that designed this system,",1728.66,3.07
613,they went with the number 65.,1731.73,1.43
614,"So, nowadays, anytime your computer
is showing you the capital letter",1733.16,4.38
615,"A on the screen, underneath
the hood, so to speak,",1737.54,3.15
616,"it's actually storing a pattern of 0's
and 1's that represents the number 65.",1740.69,6.09
617,"And it tends to use seven bits
or, typically, eight bits, total,",1746.78,3.15
618,"even if it doesn't need
all of those bits in total.",1749.93,2.86
619,So how do we get there?,1752.79,2.19
620,"Well, here, for instance,
is that same pattern.",1754.98,2.51
621,"Here is that pattern of
bits that represents 65.",1757.49,2.49
622,And why?,1759.98,0.54
623,"Well, quick check here.",1760.52,1.68
624,"This is the ones place, twos,
fours, eights, 16, 32, 64's place.",1762.2,6.96
625,"OK, so 64 plus 1 gives me 65.",1769.16,3.48
626,"So that is to say here's how a computer,
using some light switches, so to speak,",1772.64,4.19
627,would represent the number 65.,1776.83,1.79
628,"And our Macs, our PCs, our
phones just all know this.",1778.62,2.92
629,"So whenever they see that in
their memory, so to speak,",1781.54,2.87
630,"they show a capital
letter A on the screen.",1784.41,3.15
631,So that's it.,1787.56,0.96
632,"That's the system known as
ASCII, the American Standard",1788.52,2.73
633,Code for Information Interchange.,1791.25,1.59
634,"And the A is actually operative there
because we're only talking, thus far,",1792.84,4.5
635,about English letters in our alphabet.,1797.34,2.16
636,"And, in fact, I claimed, a
moment ago, that we only use",1799.5,3.03
637,"seven, maybe eight bits to
represent letters of an alphabet.",1802.53,3.72
638,"So, just to come back to
you, if I may, how many",1806.25,2.16
639,"possible letters of the
alphabet could-- how",1808.41,2.49
640,"many possible letters of any alphabet
could we represent with eight bits?",1810.9,3.45
641,AUDIENCE: 256.,1814.35,0.96
642,"DAVID J. MALAN: 256, the
numbers 0 through 255.",1815.31,3.09
643,"Now, that's more than enough
for English because we've",1818.4,2.25
644,"got A through Z, uppercase,
lowercase, a bunch of numbers,",1820.65,2.848
645,a bunch of punctuation symbols.,1823.498,1.292
646,"But in a lot of languages, with accented
characters, a lot of Asian characters,",1824.79,3.87
647,"this is not nearly enough
memory or bits with which",1828.66,3.57
648,"to represent all of
those possible values.",1832.23,2.487
649,"So we need to do a
little better than ASCII,",1834.717,1.833
650,"but we can build on top of
what they did years ago.",1836.55,2.65
651,So here is a chart of ASCII codes.,1839.2,1.88
652,"It's just a bunch of columns showing
us the mapping between letters",1841.08,3.19
653,and numbers.,1844.27,0.5
654,"So, for instance, up here is the
capital letter A, 65; capital B, 66;",1844.77,4.65
655,"capital C, 67; dot, dot, dot.",1849.42,2.64
656,72 is H. 73 is I and so forth.,1852.06,4.273
657,"There's some weird things over
here, like special symbols,",1856.333,2.417
658,that we'll learn about over time.,1858.75,1.375
659,"But there's a mapping
between every English letter",1860.125,2.105
660,"of the alphabet and some
number, just as you'd propose,",1862.23,2.58
661,both for uppercase and lowercase.,1864.81,1.9
662,"So, for instance, if we highlight
just a few of these for now",1866.71,3.87
663,"and I say that I've just received
a text message or an email that,",1870.58,4.418
664,"underneath the hood, so to
speak, if I have the ability",1874.998,2.292
665,"to look at what switches are on and
off, I received this message here.",1877.29,5.64
666,"Well, first-- and this is not what
CS is about, but just fun fact.",1882.93,3.09
667,"Does anyone know what number
this would represent in decimal,",1886.02,3.45
668,"if this is the binary pattern,
like ones place, twos place?",1889.47,5.095
669,AUDIENCE: 72?,1894.565,0.855
670,DAVID J. MALAN: 72 is correct.,1895.42,1.66
671,"And again, not, intellectually,
all that interesting",1897.08,2.52
672,"and this is not the kind of math
that we spend all day as CS--",1899.6,2.18
673,a computer scientist doing.,1901.78,1.125
674,"But it's just following the
same darn pattern, which",1902.905,2.475
675,"is to say it might look
cryptic, but, conceptually,",1905.38,2.4
676,"intellectually, it ultimately
is exactly as we did before.",1907.78,2.762
677,"So, yes, I'll spoil
the rest of the math.",1910.542,1.708
678,"It's 72, 73, 33.",1912.25,2.61
679,"Now, anyone remember, in your mind's
eye, what message we just spelled?",1914.86,3.51
680,AUDIENCE: Hi.,1918.37,0.81
681,AUDIENCE: Hi.,1919.18,0.63
682,"DAVID J. MALAN: Yeah,
so it is, in fact, ""Hi!""",1919.81,1.71
683,"Though, no one really
said that excitedly.",1921.52,1.75
684,"What's the 33, if you noticed?",1923.27,1.31
685,AUDIENCE: Exclamation point.,1924.58,1.02
686,"DAVID J. MALAN: OK, so
a lot of people noticed.",1925.6,1.17
687,"Yes, it's an exclamation point.",1926.77,1.86
688,"And that's, indeed,
noticeable right here.",1928.63,2.67
689,33 is the exclamation point.,1931.3,1.763
690,"And that's just something,
eventually, that might sink in.",1933.063,2.417
691,"But, for the most part, if
you remember capital A is 65,",1935.48,2.87
692,"you can figure out at least 25 other
answers to these kinds of questions",1938.35,3.75
693,"because they're all
contiguous like that.",1942.1,1.96
694,So there's the exclamation point.,1944.06,1.68
695,"But at the end of the day, we might
just have this mapping known as ASCII.",1945.74,4.61
696,"And it's how our phones, and
computers, and devices, more",1950.35,2.65
697,"generally, actually store information.",1953.0,2.31
698,So we thought we'd make--,1955.31,1.74
699,"maybe take a little
pressure off of me here.",1957.05,1.92
700,And could we maybe flip things around?,1958.97,2.58
